,level_0,Unnamed: 0,index,uid,date,time,secchi,lat,lon,Provider,blue,green,red,pan,nir,swir16,swir22,Image_name,predicted
386,386,386,1444,Daniel_96694_EE2.1,15/11/16,10:52:00,2.6,38.6549,-76.2643,EOTB,0.003478786,0.005440841,0.003872067,0.005343323,0.001912882,0.000435502,0.000814012,LE07_L1TP_015033_20161115_20170106_01_T1,2.454052209854126
387,387,387,1448,Daniel_63544_WE4.3,11/07/07,10:49:00,0.8,37.17681,-76.373,CHESEAPEK_BAY,0.007255063,0.012967452,0.007951439,0.009412066,0.005006323,0.002745723,0.00310538,LE07_L1TP_014034_20070711_20160922_01_T1,1.2864760160446167
388,388,388,1456,Daniel_58148_CB7.2,10/07/07,15:40:00,1.2,37.41153,-76.07966,CHESEAPEK_BAY,0.006097317,0.010309688,0.006145662,0.007975594,0.003626613,0.003377618,0.003830587,LE07_L1TP_014034_20070711_20160922_01_T1,2.1837940216064453
389,389,389,1458,Daniel_39531_EE2.2,08/12/09,09:39:00,1.4,38.52609,-76.30408,CHESEAPEK_BAY,0.010006021,0.011736436,0.007151691,0.008560147,0.002764924,0.001825985,-0.000541123,LE07_L1TP_014033_20091207_20160916_01_T1,2.7181882858276367
390,390,390,1459,Daniel_97487_EE3.1,18/04/12,09:36:00,0.6,38.19685,-75.97321,EOTB,0.013874597,0.018468997,0.011456551,0.011396525,0.005851161,0.002700251,0.002000636,LE07_L1TP_014033_20120419_20160912_01_T1,1.0714237689971924
391,391,391,1473,Daniel_111679_RET2.2,01/11/99,09:26:00,0.7,38.3525,-77.2051,EOTB,0.0143619,0.019886654,0.016970636,0.015251931,0.007295213,0.001402583,-4.98e-05,LE07_L1TP_015033_19991101_20161003_01_T1,0.27332741022109985
392,392,392,1477,Daniel_40152_EE2.1,22/09/99,09:20:00,1.2,38.6549,-76.2643,CHESEAPEK_BAY,0.003039313,0.006992781,0.004056294,0.005515615,0.001565403,0.000505344,0.000222423,LE07_L1TP_014033_19990923_20161002_01_T1,1.9213545322418213
393,393,393,1483,Daniel_122585_JPN00026,13/11/02,11:00:00,0.5,36.04305556,140.4116667,BAFG,0.01338239,0.021711698,0.019056702,0.015497259,0.0048008,-0.000369492,0.000211832,LE07_L1TP_107035_20021114_20170128_01_T1,0.3698524236679077
394,394,394,1485,Daniel_18107_CB4.2C,14/11/01,09:52:00,2.5,38.64618,-76.42127,CHESEAPEK_BAY,0.008792974,0.007949341,0.00513213,0.007189919,0.001816179,-0.000494113,0.000357838,LE07_L1TP_014033_20011115_20160929_01_T1,5.17788028717041
395,395,395,1487,Daniel_118688_CB3.3C,28/08/19,14:05:00,0.8,38.99596,-76.35967,EOTB,0.002337902,0.005315518,0.003434053,0.004662381,0.001434542,-2.8e-05,0.000274799,LE07_L1TP_014033_20190829_20190924_01_T1,1.4924862384796143
396,396,396,1489,Daniel_41182_LE1.2,10/02/05,10:17:00,1.0,38.37887,-76.51132,CHESEAPEK_BAY,0.00827419,0.013990145,0.009748976,0.009661693,0.004165984,0.002393992,0.001772645,LE07_L1TP_014033_20050211_20160925_01_T1,0.8789632320404053
397,397,397,1495,Daniel_100068_LE1.1,17/01/02,10:58:00,0.7,38.42535,-76.60176,EOTB,0.009839185,0.011088291,0.006763222,0.008219508,0.003374721,0.000460952,-0.000499152,LE07_L1TP_014033_20020118_20160929_01_T1,2.9424233436584473
398,398,398,1505,Daniel_18285_CB4.3E,30/07/02,08:00:00,1.7,38.55624,-76.39121,CHESEAPEK_BAY,0.010804157,0.010717948,0.007709929,0.009093235,0.005398733,0.001592613,0.000953604,LE07_L1TP_014033_20020729_20160928_01_T1,4.287502288818359
399,399,399,1506,Daniel_50273_RET2.1,13/01/03,10:18:00,0.2,38.4035,-77.2691,CHESEAPEK_BAY,0.014053484,0.025652617,0.030294659,0.022069588,0.009317861,0.001091782,0.000345187,LE07_L1TP_015033_20030112_20160927_01_T1,0.26589471101760864
400,400,400,1520,Daniel_113418_TF2.4,19/05/03,10:58:00,0.4,38.5301,-77.2654,EOTB,0.00615911,0.014089941,0.015000421,0.014986255,0.010889442,0.001778489,0.001939941,LE07_L1TP_015033_20030520_20160927_01_T1,0.48655617237091064
401,401,401,1522,Daniel_90057_CB4.2E,24/04/02,11:00:00,2.0,38.64498,-76.40131,EOTB,0.005296056,0.006558426,0.003337289,0.005268592,0.002740042,0.000664976,0.001124268,LE07_L1TP_014033_20020424_20160929_01_T1,3.3389148712158203
402,402,402,1523,Daniel_111008_LE2.3,09/07/01,09:57:00,1.7,38.0215,-76.3477,EOTB,0.010006706,0.010631486,0.007209016,0.008552391,0.004978911,0.001948772,0.001070946,LE07_L1TP_014034_20010710_20160929_01_T1,3.6440811157226562
403,403,403,1524,Daniel_89248_CB4.2C,15/08/06,10:46:00,1.2,38.64618,-76.42127,EOTB,0.003667217,0.006449121,0.005150877,0.006799957,0.004511901,0.003559095,0.004577948,LE07_L1TP_015033_20060816_20160923_01_T1,1.3991602659225464
404,404,404,1527,Daniel_31553_XGG9992,26/09/06,10:24:00,1.0,38.9995,-76.1791,CHESEAPEK_BAY,0.003251368,0.005680074,0.004034951,0.004993596,0.001581746,0.000300149,8.64e-05,LE07_L1TP_014033_20060926_20160923_01_T1,2.0120718479156494
405,405,405,1528,Daniel_98155_EE3.2,21/10/15,11:10:00,3.0,37.98139,-75.92423,EOTB,0.006436075,0.009023815,0.004175092,0.005838562,0.002048156,0.000680787,-0.000138908,LE07_L1TP_014034_20151021_20160902_01_T1,2.9602479934692383
406,406,406,1530,Daniel_73480_WE4.2,28/08/19,12:51:00,1.4,37.24181,-76.38634,CHESEAPEK_BAY,0.004289187,0.00797573,0.004257357,0.005541687,0.001980559,0.001543784,0.000787431,LE07_L1TP_014034_20190829_20190924_01_T1,2.7082297801971436
407,407,407,1533,Daniel_81261_TF5.5,18/07/13,13:00:00,0.4,37.31265,-77.23283,CHESEAPEK_BAY,0.010965859,0.016598767,0.014191944,0.014434314,0.007768814,7.55e-05,-0.00023387,LE07_L1TP_015034_20130718_20160907_01_T1,0.5579556226730347
408,408,408,1537,Daniel_108110_WT5.1,15/02/10,14:59:00,0.7,39.21309,-76.52254,EOTB,0.032774836,0.03241342,0.024786193,0.024728451,0.017178588,0.004409383,0.003913569,LE07_L1TP_015033_20100216_20160916_01_T1,0.27048906683921814
409,409,409,1541,Daniel_117584_CB3.2,12/09/01,07:52:00,1.0,39.16369,-76.30631,EOTB,0.004404525,0.008240589,0.005440219,0.006188083,0.001163254,0.000183694,0.00052184,LE07_L1TP_014033_20010912_20160930_01_T1,1.5644519329071045
410,410,410,1542,Daniel_28628_CB3.2,11/07/01,06:37:00,0.8,39.16369,-76.30631,CHESEAPEK_BAY,0.012615874,0.01491304,0.010987313,0.011328246,0.006121585,0.001283679,0.001121673,LE07_L1TP_014033_20010710_20160929_01_T1,1.6607098579406738
411,411,411,1543,Daniel_83754_RET5.2,22/03/05,10:30:00,0.3,37.20294,-76.78219,CHESEAPEK_BAY,0.01297716,0.024983576,0.023908906,0.019545825,0.007669026,-0.00099984,-0.000675472,LE07_L1TP_015034_20050322_20160925_01_T1,0.29597416520118713
412,412,412,1550,Daniel_52357_RET2.1,17/01/17,09:58:00,0.4,38.4035,-77.2691,CHESEAPEK_BAY,0.010412274,0.021311661,0.016810382,0.014299373,0.002783252,-0.000406344,0.000305278,LE07_L1TP_015033_20170118_20170213_01_T1,0.2826106548309326
413,413,413,1553,Daniel_116226_CB2.2,08/08/12,10:01:00,0.6,39.34873,-76.17579,EOTB,0.013832953,0.016285537,0.013168542,0.013474413,0.007136468,0.001895124,0.001082637,LE07_L1TP_014033_20120809_20160910_01_T1,0.862341046333313
414,414,414,1554,Daniel_20375_CB4.2W,02/06/10,10:00:00,2.2,38.64354,-76.50217,CHESEAPEK_BAY,0.001488979,0.004271503,0.003339755,0.00592809,0.004903749,0.002926105,0.002039167,LE07_L1TP_014033_20100601_20160916_01_T1,1.0581207275390625
415,415,415,1560,Daniel_116570_CB2.2,16/07/21,09:39:00,0.5,39.34873,-76.17579,EOTB,0.008125852,0.014066923,0.010372378,0.010486221,0.004269937,-0.000799199,-0.000566784,LE07_L1TP_014033_20210717_20210812_01_T1,0.705422043800354
416,416,416,1564,Daniel_42904_RET1.1,07/03/11,11:56:00,0.4,38.4909,-76.66429,CHESEAPEK_BAY,0.006358295,0.015655128,0.012955023,0.011631356,0.005086307,0.001484375,0.002093579,LE07_L1TP_015033_20110307_20160913_01_T1,0.39720237255096436
417,417,417,1567,Daniel_62522_LE3.6,20/04/04,16:34:00,1.4,37.5968,-76.28467,CHESEAPEK_BAY,0.0112492,0.014802177,0.01123252,0.011931205,0.008468166,0.005627038,0.004865924,LE07_L1TP_015034_20040420_20160926_01_T1,1.4622955322265625
418,418,418,1570,Daniel_100347_LE1.1,10/03/21,09:48:00,0.7,38.42535,-76.60176,EOTB,0.005016187,0.012312433,0.006318708,0.008637489,0.002395463,-9.11e-05,0.000202272,LE07_L1TP_014033_20210311_20210406_01_T1,1.364189624786377
419,419,419,1575,Daniel_29855_CB3.2,16/07/21,08:28:00,0.6,39.16369,-76.30631,CHESEAPEK_BAY,0.005614697,0.010919543,0.007430594,0.00882042,0.0025176,-0.000875115,-0.000286913,LE07_L1TP_014033_20210717_20210812_01_T1,0.9093084931373596
420,420,420,1577,Daniel_82284_LE5.1,23/01/01,09:40:00,1.0,37.20297,-76.64833,CHESEAPEK_BAY,0.008793236,0.011825874,0.009855902,0.010863094,0.006597254,0.00590383,0.005534051,LE07_L1TP_015034_20010122_20161001_01_T1,1.9680321216583252
421,421,421,1579,Daniel_92230_CB4.3W,25/06/19,09:59:00,0.8,38.55728,-76.49402,EOTB,0.003801753,0.006601914,0.002918767,0.004391165,0.001728463,-0.000885106,-0.00045537,LE07_L1TP_014033_20190626_20190722_01_T1,3.726877212524414
422,422,422,1582,Daniel_117243_CB3.1,16/07/21,09:06:00,0.5,39.2495,-76.2405,EOTB,0.007892201,0.014682451,0.010951866,0.011036962,0.004231219,-0.000755543,-0.000523067,LE07_L1TP_014033_20210717_20210812_01_T1,0.6238906383514404
423,423,423,1586,Daniel_58921_CB7.2E,10/07/07,15:13:00,1.0,37.41153,-76.02466,CHESEAPEK_BAY,0.00770579,0.011408186,0.00716387,0.009235309,0.004071249,0.003696328,0.004005231,LE07_L1TP_014034_20070711_20160922_01_T1,1.9914581775665283
424,424,424,1591,Daniel_65477_LE3.7,24/08/21,09:23:00,1.3,37.53069,-76.30661,CHESEAPEK_BAY,0.00714773,0.011470724,0.006613028,0.008237357,0.004234199,-0.000191977,-0.000220937,LE07_L1TP_015034_20210825_20210920_01_T1,2.1117849349975586
425,425,425,1592,Daniel_2034_MNPCA-47-0177-00-201,20/05/07,17:45:00,0.235,45.102154,-94.66866,WQP,0.005858365,0.010786976,0.008542887,0.02421403,0.032302454,,,LE07_L1TP_027029_20070519_20160923_01_T1,0.7273131608963013
426,426,426,1594,Daniel_25107_CB3.1,31/08/17,09:29:00,1.0,39.2495,-76.2405,CHESEAPEK_BAY,0.005514565,0.008566954,0.00667656,0.008254186,0.005935126,0.00202311,0.002188212,LE07_L1TP_015033_20170830_20170925_01_T1,1.5897090435028076
427,427,427,1596,Daniel_18047_CB4.2E,20/05/03,11:22:00,0.8,38.64498,-76.40131,CHESEAPEK_BAY,0.004801789,0.007817824,0.006499223,0.00786238,0.004684291,0.001910117,0.002457489,LE07_L1TP_015033_20030520_20160927_01_T1,1.3803660869598389
428,428,428,1601,Daniel_17276_CB5.2,12/03/07,11:10:00,1.2,38.13705,-76.22787,CHESEAPEK_BAY,0.007345482,0.010701027,0.005895845,0.007103781,0.004213309,0.001943709,0.002341483,LE07_L1TP_015033_20070312_20160922_01_T1,2.359823226928711
429,429,429,1602,Daniel_102703_RET1.1,22/10/01,10:35:00,1.1,38.4909,-76.66429,EOTB,0.005457578,0.009304726,0.00555329,0.007222513,0.002524935,0.000332288,-2.76e-05,LE07_L1TP_015033_20011021_20160929_01_T1,2.247981548309326
430,430,430,1608,Daniel_109401_ET9.1,21/10/09,11:43:00,1.6,38.055,-75.80167,EOTB,0.003445635,0.005913311,0.003996582,0.005197295,0.001612939,-0.000475112,0.000117467,LE07_L1TP_014034_20091020_20160916_01_T1,2.268603801727295
431,431,431,1609,Daniel_70067_RET3.2,09/03/00,11:30:00,0.9,37.81158,-76.71195,CHESEAPEK_BAY,0.006238532,0.012002893,0.007968335,0.008573114,0.002778593,-0.001846731,-0.001164196,LE07_L1TP_015034_20000308_20161003_01_T1,0.8397818803787231
432,432,432,1614,Daniel_21091_CB4.2E,25/06/13,11:50:00,1.1,38.64498,-76.40131,CHESEAPEK_BAY,0.006919493,0.009237769,0.004969952,0.007258614,0.003754939,0.000357854,0.000761625,LE07_L1TP_014033_20130625_20160908_01_T1,2.779982566833496
433,433,433,1617,Daniel_117301_CB3.2,22/10/19,08:21:00,1.6,39.16369,-76.30631,EOTB,0.00414545,0.007397328,0.003839656,0.005270184,0.001479996,7.37e-05,0.000484332,LE07_L1TP_015033_20191023_20191118_01_T1,3.039365291595459
434,434,434,1625,Daniel_65422_LE3.7,28/08/19,09:37:00,1.4,37.53069,-76.30661,CHESEAPEK_BAY,0.004167963,0.008179421,0.003763649,0.005573704,0.001923494,0.000507388,0.000616898,LE07_L1TP_014034_20190829_20190924_01_T1,2.771904945373535
435,435,435,1628,Daniel_54628_CB6.4,21/10/15,16:11:00,1.7,37.23653,-76.20799,CHESEAPEK_BAY,0.005919053,0.00773427,0.003723895,0.005027115,0.000534998,-0.000786006,-0.000471939,LE07_L1TP_014034_20151021_20160902_01_T1,3.0273396968841553
436,436,436,1631,Daniel_91729_CB4.3E,10/08/04,08:34:00,1.0,38.55624,-76.39121,EOTB,0.011434903,0.011489044,0.008784695,0.009694438,0.005557959,0.002377344,0.002526873,LE07_L1TP_015033_20040810_20160927_01_T1,3.5140485763549805
437,437,437,1632,Daniel_106674_WT2.1,19/09/13,10:50:00,0.3,39.37747,-76.33465,EOTB,0.009865725,0.01937499,0.016835978,0.015039844,0.006860716,0.000604143,0.000604871,LE07_L1TP_015033_20130920_20160907_01_T1,0.3060135543346405
438,438,438,1633,Daniel_19399_CB3.3E,12/06/20,15:04:00,0.8,39.00412,-76.34517,CHESEAPEK_BAY,0.002491704,0.004258317,0.003130966,0.004592713,0.001696857,-0.000826393,-2.38e-05,LE07_L1TP_014033_20200612_20200708_01_T1,2.460463047027588
439,439,439,1637,Daniel_117260_CB3.2,25/08/21,08:37:00,0.8,39.16369,-76.30631,EOTB,0.004322031,0.007412059,0.005177516,0.006368141,0.002263117,-0.00197018,-0.000680724,LE07_L1TP_015033_20210825_20210920_01_T1,1.6943243741989136
440,440,440,1644,Daniel_100187_LE1.1,13/12/99,12:01:00,1.0,38.42535,-76.60176,EOTB,0.008505506,0.012954475,0.008282859,0.0101578,0.004997463,0.003040875,0.002216649,LE07_L1TP_014033_19991212_20161003_01_T1,1.5224171876907349
441,441,441,1646,Daniel_29007_CB4.1E,16/09/14,12:07:00,1.4,38.81809,-76.37144,CHESEAPEK_BAY,0.004819898,0.007120975,0.005108825,0.006632918,0.003574492,0.00187436,0.001844776,LE07_L1TP_014033_20140916_20160903_01_T1,2.188159465789795
442,442,442,1650,Daniel_115133_EE2.2,13/02/03,09:19:00,1.2,38.52609,-76.30408,EOTB,0.007320069,0.011585063,0.006346326,0.00705614,0.001538079,0.000527193,0.000823635,LE07_L1TP_015033_20030213_20160927_01_T1,2.294644832611084
443,443,443,1652,Daniel_79567_EE3.3,20/04/06,10:09:00,1.0,37.91455,-75.80148,CHESEAPEK_BAY,0.008879263,0.014843515,0.009385295,0.010606469,0.005176957,0.002779914,0.002204156,LE07_L1TP_014034_20060419_20160923_01_T1,1.1409854888916016
444,444,444,1656,Daniel_95949_CB5.3,12/12/11,10:12:00,1.2,37.91011,-76.17137,EOTB,0.007462201,0.007115537,0.004710331,0.007120107,0.004384094,,,LE07_L1TP_014034_20111213_20160912_01_T1,5.084050178527832
445,445,445,1658,Daniel_119290_CB3.3E,03/08/21,14:29:00,0.8,39.00412,-76.34517,EOTB,0.004114359,0.006103612,0.004113836,0.004592298,0.001947424,-0.000857128,-0.000946156,LE07_L1TP_014033_20210802_20210828_01_T1,2.564958095550537
446,446,446,1663,Daniel_61459_CB6.2,16/09/14,13:32:00,1.2,37.4868,-76.15633,CHESEAPEK_BAY,0.007287359,0.009647874,0.005138013,0.006292186,0.001741436,0.000756094,0.000444653,LE07_L1TP_014034_20140916_20160905_01_T1,2.7977612018585205
447,447,447,1664,Daniel_66325_PNK002.52,24/07/06,10:05:00,0.8,37.50617,-76.33265,CHESEAPEK_BAY,0.0118986,0.016243622,0.010462505,0.011747767,0.006003253,0.001126543,0.001012454,LE07_L1TP_014034_20060724_20160923_01_T1,1.2680697441101074
448,448,448,1666,Daniel_95381_CB5.2,25/07/06,13:38:00,1.1,38.13705,-76.22787,EOTB,0.004027712,0.005926474,0.003110898,0.004292092,0.001602729,-0.000469748,0.000274134,LE07_L1TP_014034_20060724_20160923_01_T1,3.1311941146850586
449,449,449,1667,Daniel_91448_CB4.3C,16/09/14,09:29:00,1.6,38.55505,-76.42794,EOTB,0.004175576,0.005169046,0.003479716,0.005219225,0.002043507,0.001134568,0.001057244,LE07_L1TP_014033_20140916_20160903_01_T1,3.5871124267578125
450,450,450,1668,Daniel_67364_LE3.3,13/01/09,07:50:00,3.4,37.68842,-76.47442,CHESEAPEK_BAY,0.005675325,0.006712477,0.004235705,0.005948334,0.00222859,-0.00019957,0.000489987,LE07_L1TP_015034_20090112_20160919_01_T1,3.8185367584228516
451,451,451,1677,Daniel_21902_CB4.1E,08/08/00,12:47:00,1.4,38.81809,-76.37144,CHESEAPEK_BAY,0.004059041,0.007506698,0.00514557,0.008252277,0.005287478,0.002643262,0.002884806,LE07_L1TP_014033_20000808_20161001_01_T1,1.5532457828521729
452,452,452,1679,Daniel_60427_CB8.1E,27/08/18,09:02:00,1.7,36.94737,-76.03494,CHESEAPEK_BAY,0.005968315,0.008448429,0.004283537,0.005709312,0.003244407,0.000739239,0.000425184,LE07_L1TP_014034_20180826_20180921_01_T1,2.7897696495056152
453,453,453,1681,Daniel_42183_LE1.2,07/03/11,10:52:00,1.4,38.37887,-76.51132,CHESEAPEK_BAY,0.005961602,0.009654698,0.006951373,0.008084504,0.004651288,0.003624611,0.003202486,LE07_L1TP_015033_20110307_20160913_01_T1,1.5691019296646118
454,454,454,1685,Daniel_2914_4.35E+14,28/09/10,12:00:00,3.6,43.79888889,-89.0347222,NWIS,0.001611196,0.003959739,0.001929114,0.003935028,0.001917801,-3.29e-05,0.000361821,LE07_L1TP_024029_20100927_20160914_01_T1,2.8944942951202393
455,455,455,1686,Daniel_126126_NOR00037,27/07/04,22:00:00,9.5,60.65143,11.10166,BAFG,0.003356763,0.003665794,0.002778321,0.004796191,0.002598739,-0.000247344,-0.000196625,LE07_L1TP_198018_20040727_20170119_01_T1,3.079998254776001
456,456,456,1695,Daniel_68378_LE3.2,08/11/16,11:45:00,2.0,37.66914,-76.55047,CHESEAPEK_BAY,0.00287835,0.004062881,0.002152881,0.004569896,0.001371078,0.000406198,-0.000403294,LE07_L1TP_014034_20161108_20161204_01_T1,3.484097480773926
457,457,457,1696,Daniel_91731_CB4.3E,21/09/04,09:07:00,1.1,38.55624,-76.39121,EOTB,0.006474279,0.008533753,0.004709135,0.005499544,0.00133994,0.000101388,0.000465761,LE07_L1TP_014033_20040920_20160926_01_T1,2.8376951217651367
458,458,458,1698,Daniel_23203_CB4.4,13/01/09,13:06:00,1.8,38.41457,-76.34565,CHESEAPEK_BAY,0.006242074,0.00942276,0.005065973,0.007710503,0.003561696,0.001403847,0.000679065,LE07_L1TP_015033_20090112_20160919_01_T1,2.575056552886963
459,459,459,1702,Daniel_68671_RET3.2,14/03/02,11:45:00,0.6,37.81158,-76.71195,CHESEAPEK_BAY,0.011907345,0.021527212,0.014980019,0.012835627,0.003065468,-0.000878761,-0.000718257,LE07_L1TP_015034_20020314_20160929_01_T1,0.719301700592041
460,460,460,1709,Daniel_39996_ET5.2,12/01/21,10:30:00,0.6,38.5807,-76.0587,CHESEAPEK_BAY,0.007265203,0.010827767,0.008698261,0.008848522,0.003968338,0.000266017,-0.000865361,LE07_L1TP_015033_20210113_20210208_01_T1,1.5639984607696533
461,461,461,1710,Daniel_63970_CB8.1E,14/12/11,12:08:00,1.9,36.94737,-76.03494,CHESEAPEK_BAY,0.008552118,0.011682835,0.005382398,0.007780054,0.002616311,0.000752144,0.001076189,LE07_L1TP_014034_20111213_20160912_01_T1,2.5325374603271484
462,462,462,1714,Daniel_110150_LE2.2,10/03/03,10:05:00,1.7,38.1576,-76.598,EOTB,0.00700324,0.011162007,0.006157212,0.006908136,0.001495098,-0.00041711,0.000175705,LE07_L1TP_014034_20030310_20160928_01_T1,2.3286635875701904
463,463,463,1715,Daniel_61184_CB7.4,20/10/15,09:36:00,1.2,36.9957,-76.02048,CHESEAPEK_BAY,0.007884144,0.009765621,0.004794817,0.006020739,0.000857606,0.000455979,0.000696872,LE07_L1TP_014034_20151021_20160902_01_T1,2.883415937423706
464,464,464,1721,Daniel_2652_7263299,22/10/13,10:48:00,1.3,34.8761111,-92.5763889,NWIS,0.000888134,0.002695287,0.001272455,0.003155709,0.002167943,5.28e-05,-0.000169251,LE07_L1TP_024036_20131021_20160908_01_T1,2.634648323059082
465,465,465,1722,Daniel_67070_LE3.3,24/04/08,07:40:00,2.4,37.68842,-76.47442,CHESEAPEK_BAY,0.008469471,0.011478111,0.006416505,0.010178039,0.008377911,0.00183445,0.001746417,LE07_L1TP_014034_20080424_20160918_01_T1,2.4125561714172363
466,466,466,1723,Daniel_116630_CB3.1,29/08/11,09:16:00,0.3,39.2495,-76.2405,EOTB,0.00919502,0.01602545,0.013721854,0.01222252,0.005342679,0.001841851,0.001722172,LE07_L1TP_015033_20110830_20160913_01_T1,0.6102362275123596
467,467,467,1724,Daniel_65757_WE4.1,15/02/12,16:50:00,0.9,37.31181,-76.34634,CHESEAPEK_BAY,0.00754348,0.013161017,0.00769152,0.008058728,0.002295795,0.00030563,0.000673964,LE07_L1TP_014034_20120215_20160912_01_T1,1.6052857637405396
468,468,468,1731,Daniel_17891_LE1.4,21/05/09,08:13:00,1.4,38.312,-76.42151,CHESEAPEK_BAY,0.006144531,0.009761374,0.007642782,0.009163256,0.006805165,0.004267787,0.003622437,LE07_L1TP_015033_20090520_20160917_01_T1,1.414940357208252
469,469,469,1735,Daniel_66582_LE3.3,08/03/11,11:45:00,2.4,37.68842,-76.47442,CHESEAPEK_BAY,0.004030406,0.006745972,0.004471297,0.006419247,0.003370667,0.002328759,0.001997974,LE07_L1TP_015034_20110307_20160913_01_T1,2.205811023712158
470,470,470,1737,Daniel_19690_CB3.3W,09/04/02,14:18:00,0.9,39.00462,-76.3881,CHESEAPEK_BAY,0.010424693,0.013023891,0.009066572,0.010951342,0.005835974,0.003635268,0.003561455,LE07_L1TP_014033_20020408_20160929_01_T1,2.0296647548675537
471,471,471,1741,Daniel_40161_XFG4618,20/12/19,09:00:00,1.0,38.74323,-76.30338,CHESEAPEK_BAY,0.01020851,0.0172841,0.008800771,,0.002836104,9.35e-05,-0.000356709,LE07_L1TP_014033_20191219_20200114_01_T1,1.9901280403137207
472,472,472,1743,Daniel_89393_CB4.2C,11/03/03,12:03:00,1.6,38.64618,-76.42127,EOTB,0.005407398,0.006401155,0.00340326,0.004852203,0.00128047,0.001093156,0.00148583,LE07_L1TP_014033_20030310_20160927_01_T1,3.5249991416931152
473,473,473,1747,Daniel_20646_CB5.1W,16/05/16,09:02:00,2.2,38.32522,-76.37574,CHESEAPEK_BAY,0.006471494,0.008129557,0.005552923,0.007257117,0.004780754,0.003314462,0.003466467,LE07_L1TP_014033_20160516_20160901_01_T1,3.3416805267333984
474,474,474,1749,Daniel_29325_CB3.3C,09/05/07,14:40:00,0.6,38.99596,-76.35967,CHESEAPEK_BAY,0.006460336,0.011268075,0.006573134,0.007707971,0.003918508,0.002023794,0.001075203,LE07_L1TP_014033_20070508_20160922_01_T1,2.1295902729034424
475,475,475,1752,Daniel_63557_CB7.4N,14/02/12,10:48:00,1.3,37.06237,-75.99937,CHESEAPEK_BAY,0.009461842,0.012589525,0.006313961,0.007231423,0.001883508,0.001204492,0.000578515,LE07_L1TP_014034_20120215_20160912_01_T1,2.1483535766601562
476,476,476,1754,Daniel_33101_EE1.1,18/04/06,09:37:00,1.6,38.88,-76.2515,CHESEAPEK_BAY,0.003428498,0.005596885,0.003534784,0.005299131,0.002915049,0.001359424,0.001099663,LE07_L1TP_014033_20060419_20160923_01_T1,2.712266206741333
477,477,477,1756,Daniel_117299_CB3.2,26/06/19,08:24:00,0.8,39.16369,-76.30631,EOTB,0.003566656,0.008375515,0.004660931,0.006211851,0.002446265,0.000138284,0.00058479,LE07_L1TP_014033_20190626_20190722_01_T1,1.789919376373291
478,478,478,1761,Daniel_68938_RET3.2,05/11/09,11:15:00,1.1,37.81158,-76.71195,CHESEAPEK_BAY,0.007300358,0.014048111,0.00807396,0.008677796,0.002732382,-0.001166885,-0.001038843,LE07_L1TP_014034_20091105_20160916_01_T1,1.2837917804718018
479,479,479,1763,Daniel_38467_EE2.2,13/06/00,10:25:00,0.9,38.52609,-76.30408,CHESEAPEK_BAY,0.010535196,0.013227361,0.008141186,0.010694645,0.003787403,0.001382626,0.001850198,LE07_L1TP_015033_20000612_20161001_01_T1,2.140887498855591
480,480,480,1765,Daniel_62432_CB6.3,27/09/12,14:03:00,1.3,37.41153,-76.15966,CHESEAPEK_BAY,0.013037639,0.016521361,0.009641834,0.010936523,0.004249214,0.000867297,0.000918572,LE07_L1TP_014034_20120926_20160910_01_T1,1.4086194038391113
481,481,481,1767,Daniel_96870_EE2.1,13/06/00,09:30:00,0.8,38.6549,-76.2643,EOTB,0.010851699,0.014995456,0.009172342,0.011329168,0.003576849,0.001009649,0.000965397,LE07_L1TP_015033_20000612_20161001_01_T1,1.5147583484649658
482,482,482,1772,Daniel_65457_WE4.1,05/08/19,15:52:00,1.0,37.31181,-76.34634,CHESEAPEK_BAY,0.009811629,0.015322377,0.009529392,0.01251786,0.006952433,0.006034453,0.005608991,LE07_L1TP_015034_20190804_20190831_01_T1,1.2216732501983643
483,483,483,1773,Daniel_125822_NOR00019,11/08/04,22:00:00,8.0,60.66698,11.08345,BAFG,0.002750739,0.004239142,0.00288307,0.004312718,0.00374258,9.98e-05,-0.000516975,LE07_L1TP_198017_20040812_20170120_01_T1,2.976177930831909
484,484,484,1775,Daniel_48813_RET2.1,18/09/06,10:00:00,0.5,38.4035,-77.2691,CHESEAPEK_BAY,0.010695414,0.02033745,0.016492337,0.014053886,0.005952926,-0.000743063,-4.3e-05,LE07_L1TP_015033_20060917_20160923_01_T1,0.3726373612880707
485,485,485,1780,Daniel_87576_CB4.1C,13/08/13,12:33:00,1.0,38.82593,-76.39945,EOTB,0.017522944,0.017494151,0.012315475,0.01349458,0.007612742,0.001273536,0.000713471,LE07_L1TP_014033_20130812_20160907_01_T1,0.7320429086685181
486,486,486,1783,Daniel_28460_XEF3551,06/10/10,08:55:00,1.8,38.5563,-76.4147,CHESEAPEK_BAY,0.005684665,0.007085688,0.003633354,0.005852252,0.001901151,0.001740388,0.000402351,LE07_L1TP_014033_20101007_20160914_01_T1,3.197335720062256
487,487,487,1785,Daniel_21431_XKH2555,10/04/14,09:00:00,0.4,39.5404,-76.0736,CHESEAPEK_BAY,0.007636239,0.017818902,0.016537262,0.011237548,0.000461167,-0.003312029,-0.002241091,LE07_L1TP_014033_20140409_20160905_01_T1,0.35879242420196533
