,level_0,Unnamed: 0,index,uid,date,time,secchi,lat,lon,Provider,blue,green,red,pan,nir,swir16,swir22,Image_name,predicted
1785,1785,1785,9283,Daniel_ETM_397,15/07/08,15:16:06,8.6,43.856739,-70.547047,LAGOS,0.006237788,0.006649099,0.006180675,0.0084525,0.008011569,0.005087856,0.004120776,LE07_L1TP_012029_20080715_20200912_02_T1,2.142122745513916
1786,1786,1786,9284,Daniel_ETM_11314,17/09/02,16:52:34,2.59,45.780062,-94.750269,WQP,0.003255061,0.006529883,0.005187874,0.006889788,0.005391524,0.002316651,0.001630014,LE07_L1TP_028028_20020917_20200916_02_T1,1.425845742225647
1787,1787,1787,9287,Daniel_ETM_9920,09/10/10,16:56:43,1.7,47.169172,-94.424521,LAGOS,0.005503695,0.008741099,0.005539455,0.007228899,0.002304725,0.001470889,0.000731283,LE07_L1TP_028027_20101009_20200910_02_T1,2.076974391937256
1788,1788,1788,9294,Daniel_ETM_208,28/08/09,15:10:18,2.72,45.175343,-68.382759,LAGOS,0.001177051,0.002433579,0.001842529,0.004774262,0.004178653,0.000749043,0.00033368,LE07_L1TP_011029_20090828_20200911_02_T1,2.172297954559326
1789,1789,1789,9297,Daniel_ETM_11620,23/07/99,16:57:36,3.05,46.039689,-95.371897,LAGOS,0.004587205,0.008783892,0.004881008,0.00738596,0.004752568,0.001727699,0.001292874,LE07_L1TP_028028_19990723_20200918_02_T1,2.2518186569213867
1790,1790,1790,9300,Daniel_ETM_9670,26/09/11,16:57:38,5.0,46.9707,-94.575128,LAGOS,0.003841874,0.005512836,0.003289751,0.005501463,0.004272336,0.000604624,0.000816237,LE07_L1TP_028027_20110926_20200909_02_T1,2.9502127170562744
1791,1791,1791,9301,Daniel_ETM_530,17/06/16,15:41:14,6.5,44.24225245,-73.32877035,WQP,0.001843026,0.003545772,0.001934089,0.004156267,0.003598912,0.000293373,0.000162293,LE07_L1TP_014029_20160617_20200902_02_T1,3.306786060333252
1792,1792,1792,9322,Daniel_ETM_7256,12/08/03,16:47:01,2.9,45.356543,-93.336178,LAGOS,0.000879792,0.005207386,0.00290532,0.005310942,0.003158201,0.000422788,0.00019293,LE07_L1TP_027028_20030812_20200915_02_T1,0.32732248306274414
1793,1793,1793,9337,Daniel_ETM_2804,01/10/05,16:17:11,4.8768,44.717725,-85.750511,LAGOS,0.002186953,0.004747815,0.002411566,0.005122096,0.00514249,0.001787772,0.001348525,LE07_L1TP_022029_20051001_20200914_02_T1,2.859388828277588
1794,1794,1794,9339,Daniel_ETM_5021,11/08/02,16:34:26,5.1816,46.048055,-89.136822,LAGOS,0.005211778,0.007808356,0.006196602,0.008531529,0.008356562,0.004356196,0.003870476,LE07_L1TP_025028_20020811_20200916_02_T1,1.7488267421722412
1795,1795,1795,9345,Daniel_ETM_1821,22/04/08,15:45:31,0.9,29.3163888,-81.651111,WQP,0.00376298,0.005131163,0.005177684,0.00618048,0.004465923,0.000877156,0.000832154,LE07_L1TP_016040_20080422_20200912_02_T1,1.1648139953613281
1796,1796,1796,9360,Daniel_ETM_2025,21/04/05,15:50:43,0.85344,29.7736111,-82.0961111,WQP,0.006146735,0.006172721,0.004734428,0.008635122,0.007885596,0.003288109,0.002248063,LE07_L1TP_017039_20050421_20200915_02_T1,3.9257922172546387
1797,1797,1797,9382,Daniel_ETM_2087,01/11/00,15:51:57,0.23,28.8639,-81.85,WQP,0.008592082,0.01846431,0.013598136,0.01636546,0.010667369,0.000943274,0.000424073,LE07_L1TP_017040_20001101_20200918_02_T1,0.2988123297691345
1798,1798,1798,9385,Daniel_ETM_6837,04/09/00,16:49:01,3.51,47.397063,-93.690649,LAGOS,0.002861597,0.005933859,0.003796435,0.005283699,0.003609041,0.001356657,0.000693146,LE07_L1TP_027027_20000904_20200917_02_T1,1.7406721115112305
1799,1799,1799,9386,Daniel_ETM_6262,31/07/07,16:42:58,0.9144,45.215093,-92.572396,LAGOS,0.004613922,0.009816743,0.006811883,0.009844672,0.008263828,0.000750997,0.000839515,LE07_L1TP_026029_20070731_20200913_02_T1,0.9309389591217041
1800,1800,1800,9397,Daniel_ETM_13145,07/10/01,16:58:50,3.35,47.618079,-94.866953,LAGOS,0.002501638,0.005621362,0.003239688,0.005492112,0.002658977,0.000739251,0.000908337,LE07_L1TP_029027_20011007_20200917_02_T1,2.205894947052002
1801,1801,1801,9404,Daniel_ETM_1645,28/04/10,15:47:12,0.5,29.8296697,-81.5845244,WQP,0.003377064,0.004602407,0.005230927,0.006532191,0.005904251,0.002514622,0.002337355,LE07_L1TP_016039_20100428_20200911_02_T1,0.8989354372024536
1802,1802,1802,9405,Daniel_ETM_3508,06/06/04,16:29:10,3.3528,45.677254,-88.980937,LAGOS,0.001350098,0.003310345,0.00273379,0.00446565,0.004735208,0.000883381,0.000455887,LE07_L1TP_024028_20040606_20200915_02_T1,1.4567458629608154
1803,1803,1803,9418,Daniel_ETM_13570,12/06/05,17:00:26,5.18,46.299331,-95.632523,WQP,0.003184599,0.005386884,0.003380669,0.006100108,0.005822319,0.002952614,0.003008871,LE07_L1TP_029028_20050612_20200915_02_T1,2.7273976802825928
1804,1804,1804,9419,Daniel_ETM_9207,31/05/03,16:52:42,2.5,48.620299,-93.069893,WQP,0.014841628,0.014555402,0.011409408,0.013820822,0.011519297,0.002988204,0.000435228,LE07_L1TP_028026_20030531_20200916_02_T1,2.1029624938964844
1805,1805,1805,9430,Daniel_ETM_7671,25/08/02,16:46:38,3.2,46.42247,-93.772755,LAGOS,0.001943048,0.004626317,0.003454813,0.005503382,0.00341108,0.000481719,0.000674679,LE07_L1TP_027028_20020825_20200916_02_T1,1.2485666275024414
1806,1806,1806,9434,Daniel_ETM_7448,18/05/01,16:48:28,1.3716,45.920329,-92.409667,WQP,0.00262306,0.005017086,0.00397895,0.006319326,0.006172498,0.001737924,0.000871438,LE07_L1TP_027028_20010518_20200917_02_T1,1.5596940517425537
1807,1807,1807,9435,Daniel_ETM_13564,22/09/07,17:00:46,2.44,46.294155,-95.656185,LAGOS,0.002881739,0.00485962,0.003424705,0.005413308,0.00262027,0.000495969,0.00070226,LE07_L1TP_029028_20070922_20200913_02_T1,2.5871338844299316
1808,1808,1808,9441,Daniel_ETM_10552,13/08/01,16:53:40,1.07,45.335241,-94.710318,LAGOS,0.002288528,0.009730692,0.00504318,0.006739572,0.003928209,0.000137928,0.000458806,LE07_L1TP_028028_20010813_20200917_02_T1,0.3073943555355072
1809,1809,1809,9445,Daniel_ETM_13402,05/09/01,16:59:34,0.98,45.906082,-95.111607,LAGOS,0.006307283,0.013650606,0.010149647,0.012818501,0.009578804,0.003559179,0.00396323,LE07_L1TP_029028_20010905_20200917_02_T1,0.458077073097229
1810,1810,1810,9446,Daniel_ETM_3777,29/05/01,16:29:51,4.7244,46.04833,-89.15667,WQP,0.003161489,0.005997781,0.00404614,0.006765732,0.005952286,0.002466004,0.001981418,LE07_L1TP_024028_20010529_20200917_02_T1,1.7836357355117798
1811,1811,1811,9450,Daniel_ETM_1757,02/12/08,15:44:47,0.6,28.7148944,-81.27745,WQP,0.003381203,0.004852879,0.00471764,0.006794637,0.004951074,0.001655998,0.000825195,LE07_L1TP_016040_20081202_20200912_02_T1,1.3936231136322021
1812,1812,1812,9456,Daniel_ETM_1816,22/04/08,15:45:31,0.95,29.2827777,-81.556111,WQP,0.004996216,0.006709693,0.007253496,0.0081526,0.006868336,0.00321252,0.002444479,LE07_L1TP_016040_20080422_20200912_02_T1,0.813347339630127
1813,1813,1813,9462,Daniel_ETM_665,28/08/07,15:30:12,1.2,38.37887,-76.51132,WQP,0.008466214,0.010044959,0.005802386,0.009658259,,,,LE07_L1TP_014033_20070828_20200913_02_T1,3.0484719276428223
1814,1814,1814,9469,Daniel_ETM_1196,30/08/11,15:39:48,1.2,38.64618,-76.42127,WQP,0.008713043,0.012689955,0.008966653,0.009792265,0.00602468,0.004003654,0.002877358,LE07_L1TP_015033_20110830_20200909_02_T1,1.6544511318206787
1815,1815,1815,9471,Daniel_ETM_1114,09/05/05,15:36:03,0.3,38.3525,-77.2051,WQP,0.010629606,0.020920815,0.021696223,0.017774187,0.009003373,0.000835435,0.00116164,LE07_L1TP_015033_20050509_20200915_02_T1,0.340248703956604
1816,1816,1816,9476,Daniel_ETM_708,19/11/14,15:38:30,0.8,38.6549,-76.2643,WQP,0.009691998,0.015094285,0.009270711,0.009445184,0.002889643,0.000873443,-0.000178889,LE07_L1TP_014033_20141119_20210218_02_T1,1.297716736793518
1817,1817,1817,9478,Daniel_ETM_11905,03/10/08,16:53:31,2.74,46.42247,-93.772755,LAGOS,0.003562489,0.006617309,0.004101327,0.006501002,0.00404089,0.000734461,0.000879887,LE07_L1TP_028028_20081003_20200913_02_T1,2.232529640197754
1818,1818,1818,9487,Daniel_ETM_731,21/07/05,15:29:41,0.7,39.0257,-76.2017,WQP,0.01180473,0.014017412,0.010834587,0.011876473,0.007586134,0.000521861,0.000308881,LE07_L1TP_014033_20050721_20200914_02_T1,2.146719455718994
1819,1819,1819,9489,Daniel_ETM_753,19/04/06,15:30:15,0.6,39.2495,-76.2405,WQP,0.009487439,0.016449261,0.011586358,0.010991709,0.004084814,0.001170244,0.000973308,LE07_L1TP_014033_20060419_20200914_02_T1,0.7403687834739685
1820,1820,1820,9494,Daniel_ETM_10140,06/06/11,16:58:00,5.2,47.423875,-93.523475,LAGOS,0.003903019,0.005815236,0.003229635,0.005603085,0.004868095,0.00094829,0.000882978,LE07_L1TP_028027_20110606_20200910_02_T1,2.953131675720215
1821,1821,1821,9496,Daniel_ETM_9864,06/06/11,16:58:00,4.3,47.106538,-94.145986,LAGOS,0.004177129,0.007393572,0.004766761,0.007861034,0.006873791,0.002253996,0.001212692,LE07_L1TP_028027_20110606_20200910_02_T1,2.064805030822754
1822,1822,1822,9501,Daniel_ETM_8035,20/08/12,16:54:12,1.4,45.221383,-94.260955,LAGOS,0.002368782,0.007038128,0.004593324,0.006645379,0.005426484,0.000276245,0.000545453,LE07_L1TP_027029_20120820_20200908_02_T1,0.2644384503364563
1823,1823,1823,9503,Daniel_ETM_4508,16/09/12,16:36:19,0.6096,43.91624,-90.0161,WQP,0.008668684,0.012364949,0.009985534,0.013171155,0.010363988,-2.45e-05,0.000295686,LE07_L1TP_024030_20120916_20200908_02_T1,1.532860517501831
1824,1824,1824,9511,Daniel_ETM_701,15/03/05,15:29:58,3.0,38.64618,-76.42127,WQP,0.004682113,0.006035213,0.003192752,0.004919457,0.001633229,0.001232341,0.000624866,LE07_L1TP_014033_20050315_20200915_02_T1,3.312896728515625
1825,1825,1825,9513,Daniel_ETM_1042,01/11/99,15:39:19,2.5,38.13705,-76.22787,WQP,0.014984182,0.01336365,0.009395191,0.010576519,0.005460911,-0.000231764,-0.000413203,LE07_L1TP_015033_19991101_20200918_02_T1,2.454829216003418
1826,1826,1826,9522,Daniel_ETM_921,10/03/03,15:29:24,1.6,38.0215,-76.3477,WQP,0.005885193,0.008182971,0.004506875,0.005820813,0.002636756,0.001077254,0.000530542,LE07_L1TP_014034_20030310_20200916_02_T1,2.700942039489746
1827,1827,1827,9526,Daniel_ETM_803,14/04/16,15:42:31,0.7,39.5404,-76.0736,WQP,0.005063214,0.011793592,0.007926771,0.008108405,0.002377056,-0.00025084,-8.22e-05,LE07_L1TP_014033_20160414_20200902_02_T1,0.5363938808441162
1828,1828,1828,9529,Daniel_ETM_9664,12/09/06,16:53:57,5.33,46.9707,-94.575128,LAGOS,0.005128054,0.008113358,0.003206751,0.005708679,0.004020163,0.000597364,-0.00015992,LE07_L1TP_028027_20060912_20200914_02_T1,3.581047296524048
1829,1829,1829,9532,Daniel_ETM_10132,31/05/03,16:53:06,4.88,47.423875,-93.523475,LAGOS,0.015004059,0.016107347,0.011658746,0.017918702,0.0188012,0.003850175,0.001568892,LE07_L1TP_028027_20030531_20200915_02_T1,1.0236753225326538
1830,1830,1830,9536,Daniel_ETM_6574,18/07/00,16:49:14,2.9,48.458187,-92.965132,WQP,0.001320604,0.003369482,0.00220525,0.003992043,0.002839953,0.000402485,0.000585792,LE07_L1TP_027026_20000718_20200918_02_T1,1.644147515296936
1831,1831,1831,9540,Daniel_ETM_4258,01/06/08,16:30:44,4.4958,42.964161,-89.244175,WQP,0.004033098,0.00814915,0.004785806,0.007122774,0.005196224,0.000515414,0.000637763,LE07_L1TP_024030_20080601_20200912_02_T1,2.0055043697357178
1832,1832,1832,9543,Daniel_ETM_9185,27/08/06,16:53:38,4.42,48.437563,-92.694648,WQP,0.002339715,0.003244138,0.002667201,0.004350753,0.003526264,0.001206983,0.000594834,LE07_L1TP_028026_20060827_20200914_02_T1,2.300182342529297
1833,1833,1833,9546,Daniel_ETM_529,02/09/09,15:28:50,4.5,44.18425308,-73.3806705,WQP,0.007904379,0.008364244,0.005164736,0.008572905,0.006980785,-7.77e-05,-0.000160931,LE07_L1TP_014029_20090902_20200911_02_T1,4.174842834472656
1834,1834,1834,9548,Daniel_ETM_9325,09/07/00,16:55:56,4.27,46.829825,-94.348122,LAGOS,0.003339715,0.004977535,0.00306243,0.005642079,0.00392299,0.001068008,0.000563703,LE07_L1TP_028027_20000709_20200918_02_T1,2.9530067443847656
1835,1835,1835,9557,Daniel_ETM_8701,06/07/07,16:49:15,0.91,44.981298,-94.426586,LAGOS,0.005147044,0.011693182,0.007648501,0.009053066,0.005623401,0.000749615,0.000405198,LE07_L1TP_027029_20070706_20200913_02_T1,0.7444152235984802
1836,1836,1836,9568,Daniel_ETM_2107,21/04/05,15:51:07,0.70104,29.4638611,-82.1811111,WQP,0.005020513,0.005284519,0.003503898,0.006940397,0.007221089,0.001215641,0.001397322,LE07_L1TP_017039_20050421_20200915_02_T1,4.37685489654541
1837,1837,1837,9570,Daniel_ETM_2788,09/10/08,16:16:41,4.8768,44.690438,-86.092522,LAGOS,0.006043357,0.009416069,0.004863415,0.006488635,0.002997103,0.000655952,0.00083985,LE07_L1TP_022029_20081009_20200913_02_T1,2.7426962852478027
1838,1838,1838,9585,Daniel_ETM_1021,27/09/04,15:33:50,1.82,43.202378,-75.922466,LAGOS,0.002542427,0.00459207,0.003383955,0.004739637,0.003472656,0.000106666,-0.000499573,LE07_L1TP_015030_20040927_20200915_02_T1,1.993593692779541
1839,1839,1839,9588,Daniel_ETM_965,21/10/15,15:40:59,1.1,38.1969,-75.9732,WQP,0.006027591,0.008897307,0.006304641,0.006789683,0.001959007,0.000616366,0.000815564,LE07_L1TP_014033_20151021_20200903_02_T1,2.066220760345459
1840,1840,1840,9601,Daniel_ETM_4583,29/07/03,16:34:43,1.34112,45.55777,-89.735404,LAGOS,0.004184387,0.006988227,0.005976604,0.007784371,0.006629582,0.001123011,0.001366466,LE07_L1TP_025028_20030729_20200915_02_T1,1.4102567434310913
1841,1841,1841,9614,Daniel_ETM_14060,17/06/13,18:03:50,0.25,40.23717289,-111.7646472,WQP,0.03288025,0.048858993,0.0332168,0.02737695,0.0070678,0.001941443,0.002408868,LE07_L1TP_038032_20130617_20200907_02_T1,1.1273832321166992
1842,1842,1842,9627,Daniel_ETM_6889,27/05/10,16:50:20,6.4,47.423875,-93.523475,LAGOS,0.002825695,0.004521772,0.002282915,0.004615971,0.0037844,0.001066339,0.000568226,LE07_L1TP_027027_20100527_20200911_02_T1,3.5678963661193848
1843,1843,1843,9629,Daniel_ETM_3427,15/08/06,16:29:45,7.7724,45.539994,-88.903901,WQP,0.00403679,0.00626363,0.004386489,0.007447992,0.006849061,0.003510343,0.002978355,LE07_L1TP_024028_20060815_20200914_02_T1,2.1888251304626465
1844,1844,1844,9636,Daniel_ETM_6571,09/07/14,16:55:21,2.2,48.443187,-92.606199,WQP,0.002074721,0.00308401,0.003544074,0.004742353,0.00423388,0.001263273,0.001402831,LE07_L1TP_027026_20140709_20200906_02_T1,1.1002023220062256
1845,1845,1845,9640,Daniel_ETM_2501,13/08/07,16:11:59,1.524,44.875884,-84.350171,LAGOS,0.009163436,0.018022263,0.007893523,0.010122001,0.005147222,0.000923942,0.00046595,LE07_L1TP_021029_20070813_20200913_02_T1,2.206261157989502
1846,1846,1846,9643,Daniel_ETM_3217,23/06/01,16:24:06,2.1336,43.08344,-88.93118,WQP,0.003579438,0.007037445,0.003424879,0.00673971,0.004890515,0.000321969,-0.000200059,LE07_L1TP_023030_20010623_20200917_02_T1,2.835019111633301
1847,1847,1847,9647,Daniel_ETM_1979,16/10/00,15:51:20,0.3,29.6452778,-82.22,WQP,0.003384868,0.007429615,0.006318456,0.008030939,0.005900639,-0.000683346,-4.63e-05,LE07_L1TP_017039_20001016_20200918_02_T1,1.1431435346603394
1848,1848,1848,9653,Daniel_ETM_13966,02/07/02,17:23:44,2.0,47.56909,-102.11385,WQP,0.007324852,0.014091707,0.008609757,0.009770152,0.005685884,0.003726019,0.003444473,LE07_L1TP_033027_20020702_20200916_02_T1,0.967108964920044
1849,1849,1849,9664,Daniel_ETM_7606,09/08/08,16:47:49,4.27,46.339786,-93.579777,WQP,0.002654264,0.004233184,0.002176626,0.004253018,0.002482362,9.26e-05,0.000463799,LE07_L1TP_027028_20080809_20200912_02_T1,3.529960870742798
1850,1850,1850,9674,Daniel_ETM_1465,10/04/06,15:36:52,1.1,38.0348,-76.5012,WQP,0.005693419,0.008125786,0.005832245,0.006586186,0.003977899,0.001006753,0.000501935,LE07_L1TP_015033_20060410_20200914_02_T1,2.3366732597351074
1851,1851,1851,9677,Daniel_ETM_524,12/09/01,15:27:14,4.9,44.12615395,-73.41237004,WQP,0.002395856,0.003965768,0.002421005,0.004714576,0.00350117,0.000342058,0.000605974,LE07_L1TP_014029_20010912_20200917_02_T1,3.0529017448425293
1852,1852,1852,9683,Daniel_ETM_8475,17/08/99,16:51:51,1.52,44.869698,-93.767218,WQP,0.005475544,0.011601204,0.007458933,0.009662612,0.006140851,0.001887018,0.001389019,LE07_L1TP_027029_19990817_20200918_02_T1,0.8576561212539673
1853,1853,1853,9701,Daniel_ETM_7905,29/07/04,16:47:52,0.61,44.274476,-93.727334,LAGOS,0.005188321,0.01096693,0.008203541,0.010967849,0.009117458,0.001974323,0.001034183,LE07_L1TP_027029_20040729_20200915_02_T1,0.7740492820739746
1854,1854,1854,9706,Daniel_ETM_10360,05/08/04,16:53:12,3.35,47.609543,-93.997764,LAGOS,0.003001295,0.006287943,0.005577315,0.008751157,0.010389719,0.004883653,0.00326173,LE07_L1TP_028027_20040805_20200915_02_T1,1.243877649307251
1855,1855,1855,9716,Daniel_ETM_9567,28/05/08,16:54:18,9.45,46.941091,-94.256816,WQP,0.00322463,0.00502742,0.002036174,0.004061454,0.002262396,0.000850417,0.000446031,LE07_L1TP_028027_20080528_20200912_02_T1,4.131771087646484
1856,1856,1856,9755,Daniel_ETM_13607,12/06/05,17:00:26,4.57,46.399858,-95.66238,LAGOS,0.005571114,0.009249922,0.006373425,0.008160651,0.006634479,0.004311568,0.004094528,LE07_L1TP_029028_20050612_20200915_02_T1,1.5761888027191162
1857,1857,1857,9759,Daniel_ETM_13763,19/07/01,17:00:17,2.74,46.696496,-96.021001,LAGOS,0.003688953,0.008743151,0.004026175,0.006284239,0.003962591,0.00101558,0.000553682,LE07_L1TP_029027_20010719_20200917_02_T1,1.8077738285064697
1858,1858,1858,9761,Daniel_ETM_10042,09/07/00,16:55:56,6.248,47.30472,-93.17944,WQP,0.002621264,0.004008248,0.00252736,0.005116778,0.004230324,0.001152578,0.000591738,LE07_L1TP_028027_20000709_20200918_02_T1,3.126086473464966
1859,1859,1859,9763,Daniel_ETM_3505,27/07/99,16:32:56,1.95,45.67,-88.98,WQP,0.001355799,0.004608739,0.003788914,0.005425499,0.00428603,0.001060785,0.00131293,LE07_L1TP_024028_19990727_20200918_02_T1,0.7533015012741089
1860,1860,1860,9764,Daniel_ETM_3902,11/07/05,16:29:54,1.524,44.069565,-88.635396,LAGOS,0.009417214,0.01821409,0.013107097,0.017710658,0.014549804,0.003826988,0.003102565,LE07_L1TP_024029_20050711_20200914_02_T1,0.4407157897949219
1861,1861,1861,9765,Daniel_ETM_12505,04/06/02,16:58:47,1.22,48.132213,-94.771797,LAGOS,0.004766058,0.00967318,0.006445635,0.006835709,0.002389276,0.000248727,0.000129476,LE07_L1TP_029026_20020604_20200916_02_T1,1.1111204624176025
1862,1862,1862,9772,Daniel_ETM_3428,08/09/09,16:30:14,5.7912,45.539994,-88.903901,WQP,0.008469092,0.009736266,0.005672609,0.009247048,0.008690055,0.000895574,0.000425955,LE07_L1TP_024028_20090908_20200912_02_T1,3.186525344848633
1863,1863,1863,9773,Daniel_ETM_1281,29/06/06,15:36:21,0.7,38.9326,-76.2794,WQP,0.017699467,0.020003901,0.014617558,0.017019035,0.012277265,0.002292275,0.00092709,LE07_L1TP_015033_20060629_20200913_02_T1,0.54248046875
1864,1864,1864,9777,Daniel_ETM_9747,09/07/00,16:55:56,7.62,47.000803,-94.966823,LAGOS,0.003489125,0.004242818,0.00308708,0.004898562,0.003990853,0.001129595,0.000595359,LE07_L1TP_028027_20000709_20200918_02_T1,3.3093996047973633
1865,1865,1865,9781,Daniel_ETM_10608,04/09/09,16:54:58,3.35,46.509355,-94.159911,LAGOS,0.009969755,0.01110076,0.008056785,0.010678379,0.009623869,0.001359473,0.001048289,LE07_L1TP_028028_20090904_20200911_02_T1,3.6482393741607666
1866,1866,1866,9782,Daniel_ETM_9904,08/07/11,16:57:55,7.6,47.156787,-93.67078,LAGOS,0.010023358,0.010389559,0.006142292,0.011680267,0.011469843,0.004925892,0.003271417,LE07_L1TP_028027_20110708_20200910_02_T1,3.16326904296875
1867,1867,1867,9786,Daniel_ETM_4490,16/10/17,16:43:30,6.7056,43.819996,-88.975845,WQP,0.002806727,0.004137531,0.003000693,0.004133112,0.002621168,0.000206372,0.000558981,LE07_L1TP_024029_20171016_20200830_02_T1,2.6883914470672607
1868,1868,1868,9788,Daniel_ETM_3323,29/08/08,16:23:44,0.6096,44.045832,-88.5,WQP,0.005456217,0.012845509,0.009023267,0.012918793,0.009157371,0.000839557,0.000432833,LE07_L1TP_023029_20080829_20200912_02_T1,0.3614661693572998
1869,1869,1869,9789,Daniel_ETM_8927,06/09/18,16:57:07,2.0,45.069306,-94.368965,WQP,0.004294332,0.009034786,0.005367619,0.009460485,0.008322134,0.002633173,0.00175623,LE07_L1TP_027029_20180906_20200828_02_T1,1.7855827808380127
1870,1870,1870,9791,Daniel_ETM_5785,14/09/12,16:47:52,2.3622,45.733557,-91.900312,LAGOS,0.006028119,0.012205084,0.005689163,0.008145907,0.003831112,0.000578996,0.000734452,LE07_L1TP_026028_20120914_20200908_02_T1,2.1102871894836426
1871,1871,1871,9797,Daniel_ETM_840,20/10/09,15:30:53,0.6,37.20294,-76.78219,WQP,0.009160599,0.016696015,0.013082245,0.01124337,0.003536737,0.000271482,-0.00040663,LE07_L1TP_014034_20091020_20200911_02_T1,0.5362240076065063
1872,1872,1872,9799,Daniel_ETM_10388,21/08/04,16:53:11,3.51,47.618079,-94.866953,LAGOS,0.002859974,0.006244631,0.004101738,0.007971201,0.008382814,0.00341863,0.00256006,LE07_L1TP_028027_20040821_20200915_02_T1,1.4369603395462036
1873,1873,1873,9806,Daniel_ETM_12918,14/09/16,17:13:17,3.7,47.121625,-95.750125,WQP,0.002628217,0.005976333,0.00332147,0.005244975,0.004136764,0.001545863,-0.000125761,LE07_L1TP_029027_20160914_20200902_02_T1,2.3446879386901855
1874,1874,1874,9816,Daniel_ETM_2628,21/09/04,16:11:21,4.2672,41.805302,-85.546375,LAGOS,0.005157394,0.007992154,0.001991048,0.004893906,0.001673914,,,LE07_L1TP_021031_20040921_20200915_02_T1,3.7682881355285645
1875,1875,1875,9824,Daniel_ETM_6777,25/08/02,16:46:15,3.81,47.301887,-93.184054,LAGOS,0.00168359,0.003827761,0.002624249,0.004437341,0.003663753,0.000569238,-0.000129579,LE07_L1TP_027027_20020825_20200916_02_T1,1.6808016300201416
1876,1876,1876,9830,Daniel_ETM_11046,06/06/11,16:58:24,3.0,45.472673,-95.223053,LAGOS,0.003149193,0.006603025,0.00406927,0.005754679,0.004386821,0.00064058,0.001464358,LE07_L1TP_028028_20110606_20200910_02_T1,1.7945404052734375
1877,1877,1877,9839,Daniel_ETM_1127,01/11/99,15:39:19,0.8,38.4035,-77.2691,WQP,0.012751469,0.017987872,0.014640463,0.014818794,0.00705674,0.000592574,0.000205334,LE07_L1TP_015033_19991101_20200918_02_T1,0.3398440480232239
1878,1878,1878,9844,Daniel_ETM_9667,18/05/10,16:56:30,5.5,46.9707,-94.575128,LAGOS,0.003726307,0.005433675,0.002737278,0.004984943,0.00424786,0.001336352,0.000323592,LE07_L1TP_028027_20100518_20200911_02_T1,3.345874309539795
1879,1879,1879,9846,Daniel_ETM_2495,31/08/02,16:09:55,2.7432,44.811804,-85.32382,LAGOS,0.009585482,0.012411864,0.007867269,0.009962137,0.006564567,0.000762223,0.000400012,LE07_L1TP_021029_20020831_20200916_02_T1,2.4207892417907715
1880,1880,1880,9849,Daniel_ETM_989,05/04/01,15:31:06,0.65,36.2689,-76.6914,WQP,0.004685563,0.008790136,0.010453917,0.00870479,0.0051947,0.001080736,0.001303228,LE07_L1TP_014035_20010405_20200917_02_T1,0.6423358917236328
1881,1881,1881,9853,Daniel_ETM_9599,26/08/00,16:55:21,2.59,46.94811,-94.185151,WQP,0.009355263,0.01189996,0.008407708,0.011332161,0.011010319,0.001868255,0.000534083,LE07_L1TP_028027_20000826_20200917_02_T1,2.7774291038513184
1882,1882,1882,9873,Daniel_ETM_11670,08/07/11,16:58:19,3.0,46.137808,-93.942761,LAGOS,0.001446764,0.002679132,0.002538707,0.004563177,0.004504029,0.001320715,0.001037153,LE07_L1TP_028028_20110708_20200910_02_T1,1.6525487899780273
1883,1883,1883,9876,Daniel_ETM_3615,15/08/06,16:29:45,3.6576,45.836963,-88.03292,LAGOS,0.005144249,0.008817978,0.005545978,0.007838225,0.0064916,0.002781688,0.001992657,LE07_L1TP_024028_20060815_20200914_02_T1,2.0398712158203125
1884,1884,1884,9877,Daniel_ETM_1599,29/09/08,15:42:59,0.3048,33.6641667,-80.5244444,WQP,0.005664245,0.009776636,0.011805931,0.012441515,0.009626695,0.000886074,-1.42e-05,LE07_L1TP_016037_20080929_20200912_02_T1,0.4972531199455261
1885,1885,1885,9878,Daniel_ETM_12921,20/07/07,17:00:45,4.11,47.127718,-95.754219,LAGOS,0.004726862,0.008229869,0.005344922,0.007717371,0.006330702,0.00335198,0.002110684,LE07_L1TP_029027_20070720_20200913_02_T1,1.9391953945159912
1886,1886,1886,9879,Daniel_ETM_511,30/07/99,15:25:23,9.4,44.947214,-70.693328,LAGOS,0.005543058,0.005345293,0.004620214,0.006949791,0.006042777,0.0009977,0.001286259,LE07_L1TP_013029_19990730_20200918_02_T1,3.095837116241455
1887,1887,1887,9887,Daniel_ETM_1798,25/08/01,15:44:11,0.54864,28.9119444,-81.7355555,WQP,0.00679326,0.019291397,0.010918376,0.013782169,0.008103787,0.001396688,0.000572159,LE07_L1TP_016040_20010825_20200917_02_T1,0.6026343107223511
1888,1888,1888,9902,Daniel_ETM_9511,17/09/02,16:52:10,5.09,46.90901,-94.304423,LAGOS,0.002016326,0.004029947,0.002157388,0.004463112,0.002745934,0.000624427,0.000780615,LE07_L1TP_028027_20020917_20200916_02_T1,3.178248405456543
1889,1889,1889,9905,Daniel_ETM_6814,05/07/01,16:47:35,4.572,47.375,-93.6667,WQP,0.005144008,0.008061864,0.002671659,0.005635997,0.003995713,0.000467644,-0.000113657,LE07_L1TP_027027_20010705_20200917_02_T1,3.545888900756836
