"X1.K" "BIAS_perc" "MAPE" "MAE" "R" "N" "E" "RMSLE" "slope"
"RF" "1.08 ± 0.09" "2.54 ± 6.6" "48.85 ± 13.21" "1.29 ± 0.03" "0.9 ± 0.03" "1698.06 ± 349.26" "29.1 ± 3.11" "0.24 ± 0.04" "0.79 ± 0.05"
"SVM" "1.04 ± 0.13" "0.88 ± 7.31" "56.31 ± 20.76" "1.31 ± 0.03" "0.75 ± 0.18" "1697.36 ± 349.16" "30.79 ± 3.33" "0.33 ± 0.12" "0.7 ± 0.06"
"XGB" "0.99 ± 0.1" "-4.23 ± 7.74" "46.13 ± 11.64" "1.32 ± 0.03" "0.86 ± 0.06" "1698.04 ± 349.28" "31.66 ± 3.23" "0.28 ± 0.07" "0.76 ± 0.05"
"MDN" "1.06 ± 0.12" "3.12 ± 8.71" "47.44 ± 13.36" "1.29 ± 0.04" "0.85 ± 0.19" "1697.4 ± 348.47" "29.44 ± 3.77" "0.24 ± 0.03" "0.86 ± 0.07"
"QAA_YIN" "2.41 ± 0.25" "135.26 ± 18.77" "282.38 ± 76.18" "2.45 ± 0.18" "0.32 ± 0.12" "1367.74 ± 187.78" "144.58 ± 18.02" "0.63 ± 0.04" "0.51 ± 0.08"
"QAA_RGB" "1.37 ± 0.14" "28.72 ± 12.63" "89.61 ± 27.42" "1.46 ± 0.07" "0.89 ± 0.01" "1697.64 ± 349.12" "46.02 ± 7.29" "0.3 ± 0.01" "0.69 ± 0.06"
