"X1.K" "BIAS_perc" "MAPE" "MAE" "R" "N" "E" "RMSLE" "slope"
"RF" "1.1 ± 0.09" "4.74 ± 7" "48.2 ± 13.14" "1.29 ± 0.03" "0.91 ± 0.02" "1698.06 ± 349.26" "29.11 ± 3.29" "0.23 ± 0.03" "0.79 ± 0.04"
"SVM" "1.05 ± 0.13" "2.03 ± 7.6" "56.49 ± 21.7" "1.31 ± 0.03" "0.74 ± 0.17" "1697.4 ± 349.35" "30.84 ± 3.4" "0.33 ± 0.12" "0.7 ± 0.07"
"XGB" "1 ± 0.1" "-2.29 ± 7.76" "45.89 ± 10.65" "1.32 ± 0.04" "0.84 ± 0.07" "1698.06 ± 349.26" "32.19 ± 3.71" "0.29 ± 0.08" "0.76 ± 0.05"
"MDN" "1.06 ± 0.11" "3.56 ± 8.45" "51.32 ± 24.23" "1.29 ± 0.04" "0.82 ± 0.26" "1606.15 ± 311.77" "29.41 ± 3.78" "0.24 ± 0.03" "0.87 ± 0.06"
"QAA_YIN" "2.59 ± 0.24" "161.67 ± 17.6" "339.86 ± 111.42" "2.73 ± 0.17" "0.3 ± 0.19" "1381.48 ± 186.98" "173.16 ± 16.69" "0.7 ± 0.05" "0.53 ± 0.08"
"QAA_RGB" "1.3 ± 0.17" "20.98 ± 12.38" "79.65 ± 32.12" "1.39 ± 0.08" "0.9 ± 0.02" "1258.56 ± 338.07" "38.96 ± 7.92" "0.28 ± 0.02" "0.7 ± 0.08"
